x,Corediam_7.9445_Length_1000.0000_Core_index_2.0000
164.4,0.9978226
164.60000000000002,0.9978225
164.8,0.9978225
165.0,0.9978222
165.20000000000002,0.9978216
165.4,0.9978206
165.60000000000002,0.9978193
165.8,0.9978178
166.0,0.9978164
166.20000000000002,0.9978154
166.4,0.9978148
166.60000000000002,0.9978147
166.8,0.997815
167.0,0.9978155
167.20000000000002,0.9978161
167.4,0.9978165
167.60000000000002,0.9978167
167.8,0.9978165
168.0,0.9978161
168.20000000000002,0.9978155
168.4,0.9978151
168.60000000000002,0.9978148
168.8,0.9978149
169.0,0.9978153
169.20000000000002,0.9978159
169.4,0.9978168
169.60000000000002,0.9978178
169.8,0.9978187
170.0,0.9978197
170.20000000000002,0.9978206
170.4,0.9978214
170.60000000000002,0.9978222
170.8,0.9978231
171.0,0.9978239
171.20000000000002,0.9978247
171.4,0.9978253
171.60000000000002,0.9978257
171.8,0.997826
172.0,0.9978259
172.20000000000002,0.9978256
172.4,0.9978251
172.60000000000002,0.9978247
172.8,0.9978245
173.0,0.9978248
173.20000000000002,0.9978257
173.4,0.9978274
173.60000000000002,0.9978298
173.8,0.997833
174.0,0.9978368
174.20000000000002,0.9978408
174.4,0.9978449
174.60000000000002,0.9978486
174.8,0.9978517
175.0,0.9978538
175.20000000000002,0.997855
175.4,0.9978552
175.60000000000002,0.9978545
175.8,0.9978533
176.0,0.9978517
176.20000000000002,0.9978503
176.4,0.9978492
176.60000000000002,0.9978487
176.8,0.9978487
177.0,0.9978493
177.20000000000002,0.9978502
177.4,0.9978513
177.60000000000002,0.9978523
177.8,0.997853
178.0,0.9978535
178.20000000000002,0.9978538
178.4,0.9978542
178.60000000000002,0.9978548
178.8,0.997856
179.0,0.9978577
179.20000000000002,0.9978603
179.4,0.9978633
179.60000000000002,0.9978667
179.8,0.9978701
180.0,0.9978734
180.20000000000002,0.9978762
180.4,0.9978786
180.60000000000002,0.9978805
180.8,0.9978821
181.0,0.9978836
181.20000000000002,0.9978853
181.4,0.9978872
181.60000000000002,0.9978894
181.8,0.9978918
182.0,0.9978944
182.20000000000002,0.9978968
182.4,0.9978988
182.60000000000002,0.9979002
182.8,0.9979012
183.0,0.9979016
183.20000000000002,0.9979016
183.4,0.9979015
183.60000000000002,0.9979014
183.8,0.9979014
184.0,0.9979016
184.20000000000002,0.9979019
184.4,0.9979023
184.60000000000002,0.9979027
184.8,0.9979029
185.0,0.9979029
185.20000000000002,0.9979028
185.4,0.9979025
185.60000000000002,0.9979021
185.8,0.9979018
186.0,0.9979016
186.20000000000002,0.9979015
186.4,0.9979015
186.60000000000002,0.9979014
186.8,0.9979012
187.0,0.9979008
187.20000000000002,0.9979004
187.4,0.9978999
187.60000000000002,0.9978997
187.8,0.9978997
188.0,0.9979002
188.20000000000002,0.9979014
188.4,0.9979032
188.60000000000002,0.9979054
188.8,0.997908
189.0,0.9979106
189.20000000000002,0.9979129
189.4,0.9979147
189.60000000000002,0.9979157
189.8,0.9979162
190.0,0.9979159
190.20000000000002,0.9979152
190.4,0.9979144
190.60000000000002,0.9979137
190.8,0.9979135
191.0,0.997914
191.20000000000002,0.9979153
191.4,0.9979175
191.60000000000002,0.9979204
191.8,0.9979239
192.0,0.9979278
192.20000000000002,0.9979318
192.4,0.9979357
192.60000000000002,0.9979391
192.8,0.9979418
193.0,0.9979439
193.20000000000002,0.9979454
193.4,0.9979464
193.60000000000002,0.997947
193.8,0.9979475
194.0,0.9979478
194.20000000000002,0.9979482
194.4,0.9979486
194.60000000000002,0.997949
194.8,0.9979493
195.0,0.9979494
195.20000000000002,0.9979492
195.4,0.9979488
195.60000000000002,0.9979482
195.8,0.9979475
196.0,0.9979469
196.20000000000002,0.9979467
196.4,0.997947
196.60000000000002,0.9979479
196.8,0.9979493
197.0,0.997951
197.20000000000002,0.9979529
197.4,0.9979548
197.60000000000002,0.9979563
197.8,0.9979575
198.0,0.9979584
198.20000000000002,0.9979588
198.4,0.9979591
198.60000000000002,0.9979592
198.8,0.9979593
199.0,0.9979593
199.20000000000002,0.9979593
199.4,0.9979592
199.60000000000002,0.9979588
199.8,0.9979582
200.0,0.9979571
200.20000000000002,0.9979557
200.4,0.9979541
200.60000000000002,0.9979524
200.8,0.9979506
201.0,0.9979488
201.20000000000002,0.997947
201.4,0.9979452
201.60000000000002,0.9979434
201.8,0.9979414
202.0,0.9979392
202.20000000000002,0.997937
202.4,0.9979348
202.60000000000002,0.9979329
202.8,0.9979314
203.0,0.9979306
203.20000000000002,0.9979305
203.4,0.9979309
203.60000000000002,0.9979319
203.8,0.997933
204.0,0.9979339
204.20000000000002,0.9979344
204.4,0.9979343
204.60000000000002,0.9979336
204.8,0.9979324
205.0,0.997931
205.20000000000002,0.9979297
205.4,0.9979289
205.60000000000002,0.9979287
205.8,0.9979293
206.0,0.9979307
206.20000000000002,0.9979327
206.4,0.9979352
206.60000000000002,0.9979377
206.8,0.9979399
207.0,0.9979417
207.20000000000002,0.9979429
207.4,0.9979433
207.60000000000002,0.9979431
207.8,0.9979422
208.0,0.9979408
208.20000000000002,0.9979391
208.4,0.9979371
208.60000000000002,0.9979351
208.8,0.9979333
209.0,0.9979317
209.20000000000002,0.9979305
209.4,0.9979298
209.60000000000002,0.9979295
209.8,0.9979295
210.0,0.9979298
210.20000000000002,0.9979303
210.4,0.9979309
210.60000000000002,0.9979315
210.8,0.997932
211.0,0.9979324
211.20000000000002,0.9979328
211.4,0.9979331
211.60000000000002,0.9979335
211.8,0.9979339
212.0,0.9979342
212.20000000000002,0.9979344
212.4,0.9979345
212.60000000000002,0.9979343
212.8,0.9979339
213.0,0.9979333
